alts,rh,t,p,r28um,r50um,r74um,r98um,r122um,r156um,bd_fallv_28um,bd_fallv_50um,bd_fallv_74um,bd_fallv_98um,bd_fallv_122um,bd_fallv_156um
85,65.88621286768581,26.88816298995676,1009.8103821083674,4.812815363020992,8.594313148251796,12.71958345941267,16.844853770573543,20.97012408173441,25.095394392895287,0.0034251465647904,0.0108378407719712,0.0234783655789522,0.0407994124945688,0.0624791401934403,0.0916283252581636
86,65.92049347959168,26.878504739301224,1009.698046658306,4.813988490429227,8.596408018623645,12.722683867563006,16.848959716502364,20.97523556544173,25.101511414381086,0.0034264126912945,0.0108418614543183,0.0234869956791794,0.0408143048559378,0.0625015968206005,0.0916583917099795
87,65.95477409149755,26.868846488645687,1009.5857112082446,4.815163407103572,8.598506084113545,12.72578900448806,16.853071924862572,20.980354845237084,25.1076377656116,0.0034276810802893,0.0108458893287837,0.0234956411646108,0.0408292236174801,0.0625240929095527,0.0916885109383333
88,65.98905470340343,26.85918823799015,1009.4733757581832,4.816340117421178,8.60060735253784,12.728898881756018,16.85719041097419,20.98548194019237,25.113773469410543,0.003428951738128,0.010849924415566,0.0235043020783146,0.0408441688526576,0.0625466285692508,0.0917186830887747
89,66.0233353153093,26.849529987334616,1009.3610403081216,4.817518625774149,8.602711831739574,12.732013510974582,16.861315190209588,20.990616869444597,25.1199185486796,0.0034302246711877,0.0108539667349405,0.0235129784635216,0.040859140635207,0.0625692039090541,0.0917489083073934
90,66.05761592721517,26.83987173667908,1009.2487048580604,4.818698936569604,8.604819529588601,12.735132903791143,16.865446277993684,20.995759652196224,25.126073026398764,0.0034314998858697,0.0108580163072591,0.0235216703636254,0.0408741390391419,0.0625918190387288,0.0917791867408204
91,66.09189653912102,26.830213486023545,1009.1363694079988,4.819881054229749,8.606930453981718,12.738257071892956,16.86958368980419,21.00091030771543,25.132236925626664,0.0034327773885996,0.0108620731529509,0.0235303778221838,0.0408891641387534,0.0626144740684504,0.0918095185362313
92,66.1261771510269,26.82055523536801,1009.0240339579374,4.821064983191938,8.609044612842773,12.741386027007314,16.873727441171855,21.0060688553364,25.138410269500937,0.0034340571858271,0.0108661372925226,0.0235391008829189,0.040904216008612,0.0626371691088048,0.0918399038413483
93,66.16045776293277,26.81089698471247,1008.911698507876,4.822250727908743,8.61116201412278,12.744519780901728,16.877877547680672,21.01123531445961,25.14459308123856,0.0034353392840268,0.0108702087465585,0.0235478395897186,0.0409192947235684,0.0626599042707912,0.0918703428044434
94,66.19473837483864,26.80123873405693,1008.7993630578144,4.823438292848019,8.613282665800059,12.7476583453841,16.88203402496814,21.016409704552174,25.150785384136217,0.0034366236896976,0.0108742875357215,0.0235565939866369,0.0409344003587553,0.0626826796658234,0.0919008355743404
95,66.2290189867445,26.7915804834014,1008.6870276077532,4.824627682492976,8.615406575880337,12.750801732302913,16.886196888725483,21.021592045148054,25.15698720157063,0.0034379104093633,0.0108783736807529,0.0235653641178948,0.0409495329895884,0.0627054954057318,0.0919313823004175
96,66.26329959865038,26.781922232745863,1008.5746921576916,4.82581890134224,8.61753375239688,12.753949953547396,16.890366154697908,21.026782355848425,25.16319855699894,0.0034391994495724,0.010882467202473,0.0235741500278812,0.0409646926917678,0.0627283516027659,0.0919619831326107
97,66.29758021055625,26.77226398209033,1008.4623567076302,4.82701195390993,8.619664203410613,12.75710302104772,16.894541838684827,21.031980656321927,25.16941947395903,0.0034404908168985,0.0108865681217816,0.0235829517611536,0.0409798795412796,0.0627512483695955,0.0919926382214152
98,66.33186082246212,26.762605731434792,1008.3500212575688,4.82820684472572,8.621797937010239,12.760260946775166,16.898723956540092,21.03718696630501,25.17564997606994,0.0034417845179402,0.0108906764596581,0.0235917693624392,0.040995093614397,0.0627741858193132,0.0920233477178891
99,66.36614143436798,26.752947480779252,1008.2376858075072,4.829403578334913,8.62393496131237,12.76342374274232,16.90291252417227,21.042401305602212,25.18189008703217,0.0034430805593214,0.0108947922371623,0.0236006028766349,0.0410103349876817,0.0627971640654364,0.0920541117736553
100,66.40042204627385,26.74328923012372,1008.125350357446,4.830602159298508,8.626075284461647,12.766591421003248,16.90710755754485,21.04762369408645,25.18813983062805,0.0034443789476911,0.0108989154754343,0.0236094523488093,0.0410256037379853,0.0628201832219091,0.0920849305409048
101,66.43470265817972,26.733630979468185,1008.0130149073844,4.831802592193269,8.628218914630862,12.769763993653688,16.911309072676513,21.05285415169934,25.19439923072216,0.003445679689724,0.0109030461956951,0.0236183178242024,0.041040899942451,0.062843243403104,0.0921158041723989
102,66.46898327008559,26.723972728812647,1007.900679457323,4.833004881611798,8.630365860021094,12.77294147283123,16.915517085641365,21.0580926984515,25.20066831126164,0.0034469827921203,0.0109071844192473,0.0236271993482274,0.0410562236785143,0.0628663447238245,0.092146732821472
103,66.50326388199146,26.71431447815711,1007.7883440072616,4.834209032162604,8.632516128861816,12.776123870715502,16.919731612569183,21.063339354422865,25.206947096276547,0.0034482882616059,0.010911330167475,0.0236360969664706,0.041071575023905,0.062889487299307,0.0921777166420344
